Bus;Page_size;Levels;DDR_channels;IP;L1_size;L1_sets;L2_size;L2_sets;L3_size;L3_sets;DDR_CH1_size;DDR_CH1_dims;DDR_CH1_banks;DDR_CH2_size;DDR_CH2_dims;DDR_CH2_banks;DDR_CH3_size;DDR_CH3_dims;DDR_CH3_banks;DDR_CH4_size;DDR_CH4_dims;DDR_CH4_banks;Trace_AVG;Prog_AVG
4;16;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;16;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;16;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;16;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;9;2
4;32;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;32;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;32;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;32;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;10;2
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;74;1
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;22;5
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;74;1
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;128;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;22;5
4;512;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;512;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;74;1
4;512;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;32;1
4;512;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;137;31
4;1024;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;1024;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;2107;28
4;1024;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;32;1
4;1024;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;498;113
4;2048;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;2048;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;15215;206
4;2048;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;33;1
4;2048;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;1936;441
4;4096;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;68;1
4;4096;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;30265;411
4;4096;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;35;1
4;4096;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;8181;1863
4;64;1;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;1;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;1;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;1;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;8;1
4;64;2;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;2;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;2;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;2;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;2;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;2;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;2;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;2;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;24;5
4;64;3;1;0;16384;4;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;4;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;4;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;4;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;45;10
4;64;3;1;0;16384;8;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;8;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;8;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;163;5
4;64;3;1;0;16384;8;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;15
4;64;3;1;0;16384;16;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;16;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;602;8
4;64;3;1;0;16384;16;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;120;3
4;64;3;1;0;16384;16;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;79;18
4;64;3;1;0;16384;32;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;74;1
4;64;3;1;0;16384;32;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;997;13
4;64;3;1;0;16384;32;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;446;14
4;64;3;1;0;16384;32;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;97;22
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;32768;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;32768;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;32768;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;32768;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;9;2
4;64;3;1;0;65536;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;65536;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;65536;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;65536;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;131072;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;131072;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;131072;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;131072;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;262144;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;262144;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;262144;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;262144;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;524288;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;524288;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;524288;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;524288;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;1048576;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;1048576;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;1048576;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;1048576;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;2097152;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;2097152;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;2097152;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;2097152;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;4194304;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;4194304;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;4194304;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;4194304;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;7;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;2;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;2;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;2;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;2;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;4;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;4;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;4;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;4;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;8;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;8;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;8;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;8;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;16;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;16;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;16;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;16;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;32;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;32;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;32;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;32;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;2;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;2;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;2;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;2;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;4;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;4;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;4;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;4;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;8;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;8;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;8;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;8;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;16;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;16;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;16;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;16;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;32;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;32;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;32;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;32;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;16384;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;16384;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;16384;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;16384;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;65536;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;65536;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;65536;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;65536;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;131072;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;131072;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;131072;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;131072;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;262144;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;262144;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;262144;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;262144;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;524288;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;524288;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;524288;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;524288;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;1048576;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;1048576;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;1048576;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;1048576;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;2097152;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;2097152;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;2097152;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;2097152;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;4194304;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;4194304;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;4194304;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;4194304;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;16384;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;16384;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;16384;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;16384;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;32768;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;32768;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;32768;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;32768;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;65536;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;131072;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;131072;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;131072;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;131072;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;262144;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;262144;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;262144;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;262144;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;524288;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;524288;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;524288;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;524288;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;1048576;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;1048576;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;1048576;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;1048576;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;2097152;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;2097152;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;2097152;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;2097152;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
4;64;3;1;0;16384;1;32768;1;4194304;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;67;1
4;64;3;1;0;16384;1;32768;1;4194304;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;73;1
4;64;3;1;0;16384;1;32768;1;4194304;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;31;1
4;64;3;1;0;16384;1;32768;1;4194304;1;2147483648;1;4;0;1;4;0;1;4;0;1;4;12;2
